data,ano,mes,regiao,bioma,focos_observados
2025-04-21,2025,4,Sul,Pampa,127
2025-04-21,2025,4,Centro-Oeste,Pantanal,1
2025-04-22,2025,4,Centro-Oeste,Amazônia,39
2025-04-22,2025,4,Nordeste,Amazônia,1
2025-04-22,2025,4,Norte,Amazônia,56
2025-04-22,2025,4,Nordeste,Caatinga,223
2025-04-22,2025,4,Sudeste,Caatinga,3
2025-04-22,2025,4,Centro-Oeste,Cerrado,52
2025-04-22,2025,4,Nordeste,Cerrado,49
2025-04-22,2025,4,Norte,Cerrado,13
2025-04-22,2025,4,Sudeste,Cerrado,57
2025-04-22,2025,4,Centro-Oeste,Mata Atlântica,3
2025-04-22,2025,4,Nordeste,Mata Atlântica,67
2025-04-22,2025,4,Sudeste,Mata Atlântica,34
2025-04-22,2025,4,Sul,Mata Atlântica,81
2025-04-22,2025,4,Sul,Pampa,107
2025-04-23,2025,4,Centro-Oeste,Amazônia,63
2025-04-23,2025,4,Norte,Amazônia,85
2025-04-23,2025,4,Nordeste,Caatinga,157
2025-04-23,2025,4,Sudeste,Caatinga,2
2025-04-23,2025,4,Centro-Oeste,Cerrado,34
2025-04-23,2025,4,Nordeste,Cerrado,39
2025-04-23,2025,4,Norte,Cerrado,9
2025-04-23,2025,4,Sudeste,Cerrado,53
2025-04-23,2025,4,Centro-Oeste,Mata Atlântica,3
2025-04-23,2025,4,Nordeste,Mata Atlântica,59
2025-04-23,2025,4,Sudeste,Mata Atlântica,34
2025-04-23,2025,4,Sul,Mata Atlântica,173
2025-04-23,2025,4,Sul,Pampa,118
2025-04-23,2025,4,Centro-Oeste,Pantanal,2
2025-04-24,2025,4,Centro-Oeste,Amazônia,128
2025-04-24,2025,4,Nordeste,Amazônia,1
2025-04-24,2025,4,Norte,Amazônia,66
2025-04-24,2025,4,Nordeste,Caatinga,182
2025-04-24,2025,4,Sudeste,Caatinga,2
2025-04-24,2025,4,Centro-Oeste,Cerrado,40
2025-04-24,2025,4,Nordeste,Cerrado,95
2025-04-24,2025,4,Norte,Cerrado,36
2025-04-24,2025,4,Sudeste,Cerrado,31
2025-04-24,2025,4,Nordeste,Mata Atlântica,66
2025-04-24,2025,4,Sudeste,Mata Atlântica,15
2025-04-24,2025,4,Sul,Mata Atlântica,4
2025-04-24,2025,4,Sul,Pampa,31
2025-04-25,2025,4,Centro-Oeste,Amazônia,175
2025-04-25,2025,4,Nordeste,Amazônia,2
2025-04-25,2025,4,Norte,Amazônia,71
2025-04-25,2025,4,Nordeste,Caatinga,234
2025-04-25,2025,4,Sudeste,Caatinga,2
2025-04-25,2025,4,Centro-Oeste,Cerrado,21
2025-04-25,2025,4,Nordeste,Cerrado,186
2025-04-25,2025,4,Norte,Cerrado,73
2025-04-25,2025,4,Sudeste,Cerrado,47
2025-04-25,2025,4,Nordeste,Mata Atlântica,66
2025-04-25,2025,4,Sudeste,Mata Atlântica,68
2025-04-25,2025,4,Sul,Mata Atlântica,153
2025-04-25,2025,4,Sul,Pampa,100
2025-04-26,2025,4,Centro-Oeste,Amazônia,290
2025-04-26,2025,4,Norte,Amazônia,52
2025-04-26,2025,4,Nordeste,Caatinga,320
2025-04-26,2025,4,Sudeste,Caatinga,3
2025-04-26,2025,4,Centro-Oeste,Cerrado,47
2025-04-26,2025,4,Nordeste,Cerrado,202
2025-04-26,2025,4,Norte,Cerrado,48
2025-04-26,2025,4,Sudeste,Cerrado,29
2025-04-26,2025,4,Nordeste,Mata Atlântica,79
2025-04-26,2025,4,Sudeste,Mata Atlântica,37
2025-04-26,2025,4,Sul,Mata Atlântica,160
2025-04-26,2025,4,Sul,Pampa,60
2025-04-26,2025,4,Centro-Oeste,Pantanal,1
2025-04-27,2025,4,Centro-Oeste,Amazônia,144
2025-04-27,2025,4,Norte,Amazônia,58
2025-04-27,2025,4,Nordeste,Caatinga,219
2025-04-27,2025,4,Centro-Oeste,Cerrado,4
2025-04-27,2025,4,Nordeste,Cerrado,89
2025-04-27,2025,4,Norte,Cerrado,3
2025-04-27,2025,4,Sudeste,Cerrado,21
2025-04-27,2025,4,Nordeste,Mata Atlântica,64
2025-04-27,2025,4,Sudeste,Mata Atlântica,22
2025-04-27,2025,4,Sul,Mata Atlântica,15
2025-04-28,2025,4,Centro-Oeste,Amazônia,13
2025-04-28,2025,4,Nordeste,Amazônia,2
2025-04-28,2025,4,Norte,Amazônia,53
2025-04-28,2025,4,Nordeste,Caatinga,252
2025-04-28,2025,4,Sudeste,Caatinga,3
2025-04-28,2025,4,Centro-Oeste,Cerrado,13
2025-04-28,2025,4,Nordeste,Cerrado,154
2025-04-28,2025,4,Norte,Cerrado,22
2025-04-28,2025,4,Sudeste,Cerrado,11
2025-04-28,2025,4,Nordeste,Mata Atlântica,106
2025-04-28,2025,4,Sudeste,Mata Atlântica,45
2025-04-28,2025,4,Sul,Mata Atlântica,107
2025-04-28,2025,4,Sul,Pampa,60
2025-04-29,2025,4,Centro-Oeste,Amazônia,28
2025-04-29,2025,4,Nordeste,Amazônia,3
2025-04-29,2025,4,Norte,Amazônia,66
2025-04-29,2025,4,Nordeste,Caatinga,414
2025-04-29,2025,4,Centro-Oeste,Cerrado,30
2025-04-29,2025,4,Nordeste,Cerrado,62
2025-04-29,2025,4,Norte,Cerrado,73
2025-04-29,2025,4,Sudeste,Cerrado,26
2025-04-29,2025,4,Centro-Oeste,Mata Atlântica,2
2025-04-29,2025,4,Nordeste,Mata Atlântica,184
2025-04-29,2025,4,Sudeste,Mata Atlântica,24
2025-04-29,2025,4,Sul,Mata Atlântica,272
2025-04-29,2025,4,Sul,Pampa,93
2025-04-29,2025,4,Centro-Oeste,Pantanal,1
2025-04-30,2025,4,Centro-Oeste,Amazônia,68
2025-04-30,2025,4,Nordeste,Amazônia,1
2025-04-30,2025,4,Norte,Amazônia,92
2025-04-30,2025,4,Nordeste,Caatinga,424
2025-04-30,2025,4,Centro-Oeste,Cerrado,163
2025-04-30,2025,4,Nordeste,Cerrado,215
2025-04-30,2025,4,Norte,Cerrado,154
2025-04-30,2025,4,Sudeste,Cerrado,59
2025-04-30,2025,4,Sul,Cerrado,1
2025-04-30,2025,4,Centro-Oeste,Mata Atlântica,5
2025-04-30,2025,4,Nordeste,Mata Atlântica,119
2025-04-30,2025,4,Sudeste,Mata Atlântica,31
2025-04-30,2025,4,Sul,Mata Atlântica,231
2025-04-30,2025,4,Sul,Pampa,99
2025-04-30,2025,4,Centro-Oeste,Pantanal,8
2025-05-01,2025,5,Centro-Oeste,Amazônia,109
2025-05-01,2025,5,Nordeste,Amazônia,7
2025-05-01,2025,5,Norte,Amazônia,42
2025-05-01,2025,5,Nordeste,Caatinga,412
2025-05-01,2025,5,Centro-Oeste,Cerrado,213
2025-05-01,2025,5,Nordeste,Cerrado,76
2025-05-01,2025,5,Norte,Cerrado,56
2025-05-01,2025,5,Sudeste,Cerrado,59
2025-05-01,2025,5,Centro-Oeste,Mata Atlântica,6
2025-05-01,2025,5,Nordeste,Mata Atlântica,87
2025-05-01,2025,5,Sudeste,Mata Atlântica,49
2025-05-01,2025,5,Sul,Mata Atlântica,461
2025-05-01,2025,5,Sul,Pampa,158
2025-05-01,2025,5,Centro-Oeste,Pantanal,11
2025-05-02,2025,5,Centro-Oeste,Amazônia,118
2025-05-02,2025,5,Nordeste,Amazônia,4
2025-05-02,2025,5,Norte,Amazônia,61
2025-05-02,2025,5,Nordeste,Caatinga,425
2025-05-02,2025,5,Centro-Oeste,Cerrado,146
2025-05-02,2025,5,Nordeste,Cerrado,143
2025-05-02,2025,5,Norte,Cerrado,39
2025-05-02,2025,5,Sudeste,Cerrado,72
2025-05-02,2025,5,Centro-Oeste,Mata Atlântica,12
2025-05-02,2025,5,Nordeste,Mata Atlântica,104
2025-05-02,2025,5,Sudeste,Mata Atlântica,75
2025-05-02,2025,5,Sul,Mata Atlântica,184
2025-05-02,2025,5,Sul,Pampa,5
2025-05-02,2025,5,Centro-Oeste,Pantanal,2
2025-05-03,2025,5,Centro-Oeste,Amazônia,59
2025-05-03,2025,5,Nordeste,Amazônia,5
2025-05-03,2025,5,Norte,Amazônia,97
2025-05-03,2025,5,Nordeste,Caatinga,322
2025-05-03,2025,5,Sudeste,Caatinga,1
2025-05-03,2025,5,Centro-Oeste,Cerrado,199
2025-05-03,2025,5,Nordeste,Cerrado,198
2025-05-03,2025,5,Norte,Cerrado,73
2025-05-03,2025,5,Sudeste,Cerrado,68
2025-05-03,2025,5,Sul,Cerrado,1
2025-05-03,2025,5,Centro-Oeste,Mata Atlântica,17
2025-05-03,2025,5,Nordeste,Mata Atlântica,61
2025-05-03,2025,5,Sudeste,Mata Atlântica,121
2025-05-03,2025,5,Sul,Mata Atlântica,144
2025-05-03,2025,5,Sul,Pampa,118
2025-05-03,2025,5,Centro-Oeste,Pantanal,2
2025-05-04,2025,5,Centro-Oeste,Amazônia,134
2025-05-04,2025,5,Nordeste,Amazônia,5
2025-05-04,2025,5,Norte,Amazônia,96
2025-05-04,2025,5,Nordeste,Caatinga,94
2025-05-04,2025,5,Centro-Oeste,Cerrado,90
2025-05-04,2025,5,Nordeste,Cerrado,123
2025-05-04,2025,5,Norte,Cerrado,96
2025-05-04,2025,5,Sudeste,Cerrado,40
2025-05-04,2025,5,Sul,Cerrado,1
2025-05-04,2025,5,Centro-Oeste,Mata Atlântica,4
2025-05-04,2025,5,Nordeste,Mata Atlântica,28
2025-05-04,2025,5,Sudeste,Mata Atlântica,38
2025-05-04,2025,5,Sul,Mata Atlântica,152
2025-05-04,2025,5,Sul,Pampa,115
2025-05-04,2025,5,Centro-Oeste,Pantanal,3
2025-05-05,2025,5,Centro-Oeste,Amazônia,71
2025-05-05,2025,5,Nordeste,Amazônia,8
2025-05-05,2025,5,Norte,Amazônia,117
2025-05-05,2025,5,Nordeste,Caatinga,216
2025-05-05,2025,5,Sudeste,Caatinga,1
2025-05-05,2025,5,Centro-Oeste,Cerrado,156
2025-05-05,2025,5,Nordeste,Cerrado,253
2025-05-05,2025,5,Norte,Cerrado,228
2025-05-05,2025,5,Sudeste,Cerrado,120
2025-05-05,2025,5,Centro-Oeste,Mata Atlântica,14
2025-05-05,2025,5,Nordeste,Mata Atlântica,33
2025-05-05,2025,5,Sudeste,Mata Atlântica,48
2025-05-05,2025,5,Sul,Mata Atlântica,466
2025-05-05,2025,5,Sul,Pampa,129
2025-05-05,2025,5,Centro-Oeste,Pantanal,3
2025-05-06,2025,5,Centro-Oeste,Amazônia,266
2025-05-06,2025,5,Nordeste,Amazônia,19
2025-05-06,2025,5,Norte,Amazônia,81
2025-05-06,2025,5,Nordeste,Caatinga,342
2025-05-06,2025,5,Sudeste,Caatinga,2
2025-05-06,2025,5,Centro-Oeste,Cerrado,434
2025-05-06,2025,5,Nordeste,Cerrado,569
2025-05-06,2025,5,Norte,Cerrado,494
2025-05-06,2025,5,Sudeste,Cerrado,210
2025-05-06,2025,5,Centro-Oeste,Mata Atlântica,18
2025-05-06,2025,5,Nordeste,Mata Atlântica,21
2025-05-06,2025,5,Sudeste,Mata Atlântica,131
2025-05-06,2025,5,Sul,Mata Atlântica,298
2025-05-06,2025,5,Sul,Pampa,186
2025-05-06,2025,5,Centro-Oeste,Pantanal,1
2025-05-07,2025,5,Centro-Oeste,Amazônia,331
2025-05-07,2025,5,Nordeste,Amazônia,20
2025-05-07,2025,5,Norte,Amazônia,119
2025-05-07,2025,5,Nordeste,Caatinga,442
2025-05-07,2025,5,Centro-Oeste,Cerrado,537
2025-05-07,2025,5,Nordeste,Cerrado,342
2025-05-07,2025,5,Norte,Cerrado,380
2025-05-07,2025,5,Sudeste,Cerrado,247
2025-05-07,2025,5,Centro-Oeste,Mata Atlântica,2
2025-05-07,2025,5,Nordeste,Mata Atlântica,48
2025-05-07,2025,5,Sudeste,Mata Atlântica,125
2025-05-07,2025,5,Sul,Mata Atlântica,10
2025-05-07,2025,5,Sul,Pampa,13
2025-05-07,2025,5,Centro-Oeste,Pantanal,16
2025-05-08,2025,5,Centro-Oeste,Amazônia,392
2025-05-08,2025,5,Nordeste,Amazônia,10
2025-05-08,2025,5,Norte,Amazônia,112
2025-05-08,2025,5,Nordeste,Caatinga,538
2025-05-08,2025,5,Sudeste,Caatinga,1
2025-05-08,2025,5,Centro-Oeste,Cerrado,513
2025-05-08,2025,5,Nordeste,Cerrado,811
2025-05-08,2025,5,Norte,Cerrado,568
2025-05-08,2025,5,Sudeste,Cerrado,248
2025-05-08,2025,5,Centro-Oeste,Mata Atlântica,4
2025-05-08,2025,5,Nordeste,Mata Atlântica,15
2025-05-08,2025,5,Sudeste,Mata Atlântica,152
2025-05-08,2025,5,Sul,Mata Atlântica,183
2025-05-08,2025,5,Centro-Oeste,Pantanal,2
2025-05-09,2025,5,Centro-Oeste,Amazônia,507
2025-05-09,2025,5,Norte,Amazônia,92
2025-05-09,2025,5,Nordeste,Caatinga,478
2025-05-09,2025,5,Sudeste,Caatinga,2
2025-05-09,2025,5,Centro-Oeste,Cerrado,437
2025-05-09,2025,5,Nordeste,Cerrado,685
2025-05-09,2025,5,Norte,Cerrado,554
2025-05-09,2025,5,Sudeste,Cerrado,174
2025-05-09,2025,5,Centro-Oeste,Mata Atlântica,3
2025-05-09,2025,5,Nordeste,Mata Atlântica,31
2025-05-09,2025,5,Sudeste,Mata Atlântica,126
2025-05-09,2025,5,Sul,Mata Atlântica,191
2025-05-09,2025,5,Centro-Oeste,Pantanal,14
2025-05-10,2025,5,Centro-Oeste,Amazônia,339
2025-05-10,2025,5,Nordeste,Amazônia,5
2025-05-10,2025,5,Norte,Amazônia,125
2025-05-10,2025,5,Nordeste,Caatinga,295
2025-05-10,2025,5,Centro-Oeste,Cerrado,449
2025-05-10,2025,5,Nordeste,Cerrado,373
2025-05-10,2025,5,Norte,Cerrado,433
2025-05-10,2025,5,Sudeste,Cerrado,80
2025-05-10,2025,5,Nordeste,Mata Atlântica,15
2025-05-10,2025,5,Sudeste,Mata Atlântica,60
2025-05-10,2025,5,Sul,Mata Atlântica,3
2025-05-10,2025,5,Sul,Pampa,1
2025-05-11,2025,5,Centro-Oeste,Amazônia,204
2025-05-11,2025,5,Norte,Amazônia,40
2025-05-11,2025,5,Nordeste,Caatinga,75
2025-05-11,2025,5,Centro-Oeste,Cerrado,261
2025-05-11,2025,5,Nordeste,Cerrado,193
2025-05-11,2025,5,Norte,Cerrado,227
2025-05-11,2025,5,Sudeste,Cerrado,159
2025-05-11,2025,5,Centro-Oeste,Mata Atlântica,2
2025-05-11,2025,5,Nordeste,Mata Atlântica,19
2025-05-11,2025,5,Sudeste,Mata Atlântica,18
2025-05-11,2025,5,Sul,Mata Atlântica,22
2025-05-11,2025,5,Sul,Pampa,3
2025-05-12,2025,5,Centro-Oeste,Amazônia,183
2025-05-12,2025,5,Norte,Amazônia,87
2025-05-12,2025,5,Nordeste,Caatinga,197
2025-05-12,2025,5,Sudeste,Caatinga,5
2025-05-12,2025,5,Centro-Oeste,Cerrado,295
2025-05-12,2025,5,Nordeste,Cerrado,396
2025-05-12,2025,5,Norte,Cerrado,526
2025-05-12,2025,5,Sudeste,Cerrado,119
2025-05-12,2025,5,Centro-Oeste,Mata Atlântica,3
2025-05-12,2025,5,Nordeste,Mata Atlântica,45
2025-05-12,2025,5,Sudeste,Mata Atlântica,29
2025-05-12,2025,5,Sul,Mata Atlântica,47
2025-05-12,2025,5,Sul,Pampa,4
2025-05-12,2025,5,Centro-Oeste,Pantanal,1
2025-05-13,2025,5,Centro-Oeste,Amazônia,357
2025-05-13,2025,5,Nordeste,Amazônia,4
2025-05-13,2025,5,Norte,Amazônia,140
2025-05-13,2025,5,Nordeste,Caatinga,363
2025-05-13,2025,5,Centro-Oeste,Cerrado,801
2025-05-13,2025,5,Nordeste,Cerrado,627
2025-05-13,2025,5,Norte,Cerrado,1509
2025-05-13,2025,5,Sudeste,Cerrado,71
2025-05-13,2025,5,Centro-Oeste,Mata Atlântica,11
2025-05-13,2025,5,Nordeste,Mata Atlântica,28
2025-05-13,2025,5,Sudeste,Mata Atlântica,30
2025-05-13,2025,5,Sul,Mata Atlântica,61
2025-05-13,2025,5,Sul,Pampa,23
2025-05-13,2025,5,Centro-Oeste,Pantanal,14
2025-05-14,2025,5,Centro-Oeste,Amazônia,435
2025-05-14,2025,5,Nordeste,Amazônia,3
2025-05-14,2025,5,Norte,Amazônia,135
2025-05-14,2025,5,Nordeste,Caatinga,281
2025-05-14,2025,5,Sudeste,Caatinga,15
2025-05-14,2025,5,Centro-Oeste,Cerrado,536
2025-05-14,2025,5,Nordeste,Cerrado,512
2025-05-14,2025,5,Norte,Cerrado,776
2025-05-14,2025,5,Sudeste,Cerrado,80
2025-05-14,2025,5,Centro-Oeste,Mata Atlântica,9
2025-05-14,2025,5,Nordeste,Mata Atlântica,22
2025-05-14,2025,5,Sudeste,Mata Atlântica,67
2025-05-14,2025,5,Sul,Mata Atlântica,128
2025-05-14,2025,5,Sul,Pampa,15
2025-05-14,2025,5,Centro-Oeste,Pantanal,11
2025-05-15,2025,5,Centro-Oeste,Amazônia,512
2025-05-15,2025,5,Nordeste,Amazônia,8
2025-05-15,2025,5,Norte,Amazônia,177
2025-05-15,2025,5,Nordeste,Caatinga,233
2025-05-15,2025,5,Sudeste,Caatinga,12
2025-05-15,2025,5,Centro-Oeste,Cerrado,562
2025-05-15,2025,5,Nordeste,Cerrado,737
2025-05-15,2025,5,Norte,Cerrado,1160
2025-05-15,2025,5,Sudeste,Cerrado,183
2025-05-15,2025,5,Sul,Cerrado,6
2025-05-15,2025,5,Centro-Oeste,Mata Atlântica,17
2025-05-15,2025,5,Nordeste,Mata Atlântica,6
2025-05-15,2025,5,Sudeste,Mata Atlântica,61
2025-05-15,2025,5,Sul,Mata Atlântica,170
2025-05-15,2025,5,Sul,Pampa,51
2025-05-15,2025,5,Centro-Oeste,Pantanal,8
2025-05-16,2025,5,Centro-Oeste,Amazônia,726
2025-05-16,2025,5,Norte,Amazônia,124
2025-05-16,2025,5,Nordeste,Caatinga,163
2025-05-16,2025,5,Sudeste,Caatinga,1
2025-05-16,2025,5,Centro-Oeste,Cerrado,836
2025-05-16,2025,5,Nordeste,Cerrado,436
2025-05-16,2025,5,Norte,Cerrado,1017
2025-05-16,2025,5,Sudeste,Cerrado,164
2025-05-16,2025,5,Sul,Cerrado,3
2025-05-16,2025,5,Centro-Oeste,Mata Atlântica,8
2025-05-16,2025,5,Nordeste,Mata Atlântica,5
2025-05-16,2025,5,Sudeste,Mata Atlântica,130
2025-05-16,2025,5,Sul,Mata Atlântica,280
2025-05-16,2025,5,Sul,Pampa,15
2025-05-16,2025,5,Centro-Oeste,Pantanal,6
2025-05-17,2025,5,Centro-Oeste,Amazônia,593
2025-05-17,2025,5,Nordeste,Amazônia,2
2025-05-17,2025,5,Norte,Amazônia,149
2025-05-17,2025,5,Nordeste,Caatinga,194
2025-05-17,2025,5,Sudeste,Caatinga,3
2025-05-17,2025,5,Centro-Oeste,Cerrado,559
2025-05-17,2025,5,Nordeste,Cerrado,570
2025-05-17,2025,5,Norte,Cerrado,780
2025-05-17,2025,5,Sudeste,Cerrado,188
2025-05-17,2025,5,Centro-Oeste,Mata Atlântica,11
2025-05-17,2025,5,Nordeste,Mata Atlântica,2
2025-05-17,2025,5,Sudeste,Mata Atlântica,155
2025-05-17,2025,5,Sul,Mata Atlântica,53
2025-05-17,2025,5,Sul,Pampa,17
2025-05-17,2025,5,Centro-Oeste,Pantanal,32
2025-05-18,2025,5,Centro-Oeste,Amazônia,384
2025-05-18,2025,5,Norte,Amazônia,73
2025-05-18,2025,5,Nordeste,Caatinga,59
2025-05-18,2025,5,Sudeste,Caatinga,6
2025-05-18,2025,5,Centro-Oeste,Cerrado,270
2025-05-18,2025,5,Nordeste,Cerrado,395
2025-05-18,2025,5,Norte,Cerrado,507
2025-05-18,2025,5,Sudeste,Cerrado,182
2025-05-18,2025,5,Centro-Oeste,Mata Atlântica,4
2025-05-18,2025,5,Nordeste,Mata Atlântica,3
2025-05-18,2025,5,Sudeste,Mata Atlântica,95
2025-05-18,2025,5,Sul,Mata Atlântica,111
2025-05-18,2025,5,Sul,Pampa,9
2025-05-18,2025,5,Centro-Oeste,Pantanal,16
2025-05-19,2025,5,Centro-Oeste,Amazônia,521
2025-05-19,2025,5,Nordeste,Amazônia,12
2025-05-19,2025,5,Norte,Amazônia,167
2025-05-19,2025,5,Nordeste,Caatinga,67
2025-05-19,2025,5,Sudeste,Caatinga,2
2025-05-19,2025,5,Centro-Oeste,Cerrado,417
2025-05-19,2025,5,Nordeste,Cerrado,551
2025-05-19,2025,5,Norte,Cerrado,792
2025-05-19,2025,5,Sudeste,Cerrado,212
2025-05-19,2025,5,Centro-Oeste,Mata Atlântica,7
2025-05-19,2025,5,Nordeste,Mata Atlântica,2
2025-05-19,2025,5,Sudeste,Mata Atlântica,209
2025-05-19,2025,5,Sul,Mata Atlântica,53
2025-05-19,2025,5,Sul,Pampa,7
2025-05-19,2025,5,Centro-Oeste,Pantanal,7
2025-05-20,2025,5,Centro-Oeste,Amazônia,1150
2025-05-20,2025,5,Norte,Amazônia,279
2025-05-20,2025,5,Nordeste,Caatinga,115
2025-05-20,2025,5,Sudeste,Caatinga,11
2025-05-20,2025,5,Centro-Oeste,Cerrado,571
2025-05-20,2025,5,Nordeste,Cerrado,1116
2025-05-20,2025,5,Norte,Cerrado,1547
2025-05-20,2025,5,Sudeste,Cerrado,259
2025-05-20,2025,5,Centro-Oeste,Mata Atlântica,3
2025-05-20,2025,5,Nordeste,Mata Atlântica,7
2025-05-20,2025,5,Sudeste,Mata Atlântica,201
2025-05-20,2025,5,Sul,Mata Atlântica,54
2025-05-20,2025,5,Centro-Oeste,Pantanal,7
2025-05-21,2025,5,Centro-Oeste,Amazônia,1516
2025-05-21,2025,5,Nordeste,Amazônia,5
2025-05-21,2025,5,Norte,Amazônia,197
2025-05-21,2025,5,Nordeste,Caatinga,56
2025-05-21,2025,5,Centro-Oeste,Cerrado,996
2025-05-21,2025,5,Nordeste,Cerrado,599
2025-05-21,2025,5,Norte,Cerrado,1100
2025-05-21,2025,5,Sudeste,Cerrado,231
2025-05-21,2025,5,Centro-Oeste,Mata Atlântica,20
2025-05-21,2025,5,Nordeste,Mata Atlântica,5
2025-05-21,2025,5,Sudeste,Mata Atlântica,187
2025-05-21,2025,5,Sul,Mata Atlântica,53
2025-05-21,2025,5,Sul,Pampa,2
2025-05-21,2025,5,Centro-Oeste,Pantanal,28
2025-05-22,2025,5,Centro-Oeste,Amazônia,1165
2025-05-22,2025,5,Norte,Amazônia,302
2025-05-22,2025,5,Nordeste,Caatinga,143
2025-05-22,2025,5,Sudeste,Caatinga,6
2025-05-22,2025,5,Centro-Oeste,Cerrado,1455
2025-05-22,2025,5,Nordeste,Cerrado,416
2025-05-22,2025,5,Norte,Cerrado,1497
2025-05-22,2025,5,Sudeste,Cerrado,296
2025-05-22,2025,5,Sul,Cerrado,1
2025-05-22,2025,5,Centro-Oeste,Mata Atlântica,23
2025-05-22,2025,5,Nordeste,Mata Atlântica,48
2025-05-22,2025,5,Sudeste,Mata Atlântica,192
2025-05-22,2025,5,Sul,Mata Atlântica,24
2025-05-22,2025,5,Sul,Pampa,28
2025-05-22,2025,5,Centro-Oeste,Pantanal,27
2025-05-23,2025,5,Centro-Oeste,Amazônia,741
2025-05-23,2025,5,Nordeste,Amazônia,5
2025-05-23,2025,5,Norte,Amazônia,223
2025-05-23,2025,5,Nordeste,Caatinga,476
2025-05-23,2025,5,Sudeste,Caatinga,8
2025-05-23,2025,5,Centro-Oeste,Cerrado,1185
2025-05-23,2025,5,Nordeste,Cerrado,1093
2025-05-23,2025,5,Norte,Cerrado,1101
2025-05-23,2025,5,Sudeste,Cerrado,237
2025-05-23,2025,5,Sul,Cerrado,1
2025-05-23,2025,5,Centro-Oeste,Mata Atlântica,6
2025-05-23,2025,5,Nordeste,Mata Atlântica,37
2025-05-23,2025,5,Sudeste,Mata Atlântica,137
2025-05-23,2025,5,Sul,Mata Atlântica,21
2025-05-23,2025,5,Sul,Pampa,27
2025-05-23,2025,5,Centro-Oeste,Pantanal,24
2025-05-24,2025,5,Centro-Oeste,Amazônia,742
2025-05-24,2025,5,Nordeste,Amazônia,7
2025-05-24,2025,5,Norte,Amazônia,195
2025-05-24,2025,5,Nordeste,Caatinga,649
2025-05-24,2025,5,Sudeste,Caatinga,10
2025-05-24,2025,5,Centro-Oeste,Cerrado,683
2025-05-24,2025,5,Nordeste,Cerrado,798
2025-05-24,2025,5,Norte,Cerrado,965
2025-05-24,2025,5,Sudeste,Cerrado,156
2025-05-24,2025,5,Sul,Cerrado,2
2025-05-24,2025,5,Centro-Oeste,Mata Atlântica,11
2025-05-24,2025,5,Nordeste,Mata Atlântica,25
2025-05-24,2025,5,Sudeste,Mata Atlântica,100
2025-05-24,2025,5,Sul,Mata Atlântica,19
2025-05-24,2025,5,Sul,Pampa,10
2025-05-24,2025,5,Centro-Oeste,Pantanal,28
2025-05-25,2025,5,Centro-Oeste,Amazônia,253
2025-05-25,2025,5,Nordeste,Amazônia,16
2025-05-25,2025,5,Norte,Amazônia,121
2025-05-25,2025,5,Nordeste,Caatinga,514
2025-05-25,2025,5,Centro-Oeste,Cerrado,437
2025-05-25,2025,5,Nordeste,Cerrado,645
2025-05-25,2025,5,Norte,Cerrado,501
2025-05-25,2025,5,Sudeste,Cerrado,79
2025-05-25,2025,5,Sul,Cerrado,1
2025-05-25,2025,5,Centro-Oeste,Mata Atlântica,5
2025-05-25,2025,5,Nordeste,Mata Atlântica,8
2025-05-25,2025,5,Sudeste,Mata Atlântica,107
2025-05-25,2025,5,Sul,Mata Atlântica,21
2025-05-25,2025,5,Centro-Oeste,Pantanal,1
2025-05-26,2025,5,Centro-Oeste,Amazônia,445
2025-05-26,2025,5,Nordeste,Amazônia,9
2025-05-26,2025,5,Norte,Amazônia,236
2025-05-26,2025,5,Nordeste,Caatinga,793
2025-05-26,2025,5,Sudeste,Caatinga,1
2025-05-26,2025,5,Centro-Oeste,Cerrado,715
2025-05-26,2025,5,Nordeste,Cerrado,799
2025-05-26,2025,5,Norte,Cerrado,1143
2025-05-26,2025,5,Sudeste,Cerrado,163
2025-05-26,2025,5,Centro-Oeste,Mata Atlântica,10
2025-05-26,2025,5,Nordeste,Mata Atlântica,11
2025-05-26,2025,5,Sudeste,Mata Atlântica,122
2025-05-26,2025,5,Sul,Mata Atlântica,54
2025-05-26,2025,5,Centro-Oeste,Pantanal,10
2025-05-27,2025,5,Centro-Oeste,Amazônia,540
2025-05-27,2025,5,Nordeste,Amazônia,16
2025-05-27,2025,5,Norte,Amazônia,363
2025-05-27,2025,5,Nordeste,Caatinga,739
2025-05-27,2025,5,Centro-Oeste,Cerrado,775
2025-05-27,2025,5,Nordeste,Cerrado,1473
2025-05-27,2025,5,Norte,Cerrado,1112
2025-05-27,2025,5,Sudeste,Cerrado,145
2025-05-27,2025,5,Sul,Cerrado,7
2025-05-27,2025,5,Centro-Oeste,Mata Atlântica,12
2025-05-27,2025,5,Nordeste,Mata Atlântica,19
2025-05-27,2025,5,Sudeste,Mata Atlântica,88
2025-05-27,2025,5,Sul,Mata Atlântica,83
2025-05-27,2025,5,Centro-Oeste,Pantanal,9
2025-05-28,2025,5,Centro-Oeste,Amazônia,627
2025-05-28,2025,5,Nordeste,Amazônia,44
2025-05-28,2025,5,Norte,Amazônia,532
2025-05-28,2025,5,Nordeste,Caatinga,531
2025-05-28,2025,5,Centro-Oeste,Cerrado,145
2025-05-28,2025,5,Nordeste,Cerrado,2715
2025-05-28,2025,5,Norte,Cerrado,1266
2025-05-28,2025,5,Sudeste,Cerrado,219
2025-05-28,2025,5,Sul,Cerrado,2
